
1635697572;15092;12866;9591;9859;9428;109;125;112;109;114;158;3607;4
1635697575;15382;12603;9574;9841;9410;104;130;111;108;113;157;3594;4
1635697577;14778;13108;9566;9836;9401;113;119;111;108;113;156;3597;4
1635697579;14766;13096;9557;9835;9403;113;119;111;108;113;156;3599;4
1635697581;15355;12587;9549;9825;9398;105;130;112;109;114;157;3604;4
1635697585;15345;12578;9568;9832;9409;105;130;112;109;113;157;3603;4
1635697589;15331;12562;9543;9788;9608;105;131;113;110;112;158;3599;4
1635697595;15307;12540;9558;9737;9639;105;131;112;110;111;157;3598;4
1635697597;15300;12536;9551;9736;9631;105;130;112;110;111;157;3599;4
1635697599;14990;12777;9562;9744;9645;109;126;112;109;111;157;3594;4
1635697601;15590;12276;9539;9789;9613;100;136;111;108;110;156;3592;4
1635697603;15276;12515;9548;9800;9619;106;130;112;109;111;157;3599;4
1635697605;15269;12511;9541;9792;9611;105;130;111;108;110;156;3605;4
1635697607;15565;12754;9545;9800;9612;102;129;111;108;110;156;3594;4
1635697609;14954;12749;9540;9800;9608;108;126;111;108;110;156;3590;4
1635697611;15246;12492;9540;9800;9608;105;130;111;108;110;156;3598;4
1635697614;15237;12991;9538;9809;9620;107;123;111;108;110;156;3599;4
1635697616;15226;12982;9541;9798;9604;107;123;111;108;110;156;3595;4
1635697618;14921;12471;9542;9798;9611;108;130;111;108;110;156;3589;4
1635697620;15517;12714;9544;9799;9615;103;128;111;108;110;156;3598;4
1635697622;15202;12711;9569;9684;9640;105;126;110;109;109;155;3603;4
1635697624;15198;12452;9564;9728;9620;105;131;111;109;110;156;3596;4
1635697626;15490;12448;9571;9735;9626;101;132;110;108;109;155;3591;4
1635697628;14882;12691;9564;9732;9620;108;126;110;108;109;155;3601;4
1635697630;15171;12684;9569;9738;9627;106;126;110;108;109;155;3604;4
1635697632;15167;12426;9575;9734;9629;105;131;110;108;109;155;3598;4
1635697634;15461;12924;9571;9737;9626;104;126;111;109;110;156;3599;4
1635697636;14857;12664;9567;9735;9626;109;126;110;108;109;155;3593;4
1635697638;15144;12660;9520;9739;9633;106;127;111;108;109;155;3599;4
1635697640;15135;12904;9569;9748;9643;107;123;110;108;109;155;3596;4
1635697642;14828;12400;9562;9732;9633;108;130;110;108;109;155;3592;4
1635697644;15426;12640;9557;9737;9642;102;129;110;108;109;155;3595;4
1635697646;15113;12834;9553;9728;9628;107;124;110;108;109;155;3598;4
1635697648;15110;12380;9589;9765;9669;106;131;111;109;110;156;3599;4
1635697650;15399;12875;9584;9756;9665;104;125;110;108;109;155;3599;4
1635697652;15397;12618;9585;9763;9664;103;130;111;109;110;156;3596;4
1635697655;15085;12612;9580;9760;9660;106;127;110;108;109;155;3596;4
1635697657;14778;12601;9578;9763;9666;109;127;110;108;109;155;3592;4
1635697659;15066;12345;9601;9771;9621;105;131;110;108;109;155;3594;4
1635697661;15059;12838;9611;9788;9636;107;124;110;108;109;155;3590;4
1635697663;14753;12581;9643;9702;9648;109;128;109;109;109;155;3591;4
1635697665;15347;12575;9624;9772;9516;103;129;109;108;111;155;3591;4
1635697667;15038;12819;9605;9755;9594;108;124;110;108;110;155;3588;4
1635697669;15028;12317;9598;9745;9586;106;132;110;108;110;155;3591;4
1635697671;15320;12555;9577;9738;9587;103;130;110;108;110;155;3592;4
1635697673;14718;12552;9590;9748;9600;108;128;109;107;109;154;3589;4
1635697675;15611;12794;9591;9769;9615;101;128;110;108;110;155;3593;4
1635697677;14999;12293;9620;9778;9621;106;132;109;108;109;155;3588;4
1635697679;15293;12531;9637;9789;9645;104;130;110;108;110;156;3585;4
1635697681;15286;12525;9607;9761;9667;104;130;110;109;110;156;3593;4
1635697683;15582;12771;9619;9777;9674;101;128;110;108;109;155;3604;4
1635697685;14971;12767;9619;9775;9675;108;126;110;108;110;156;3593;4
1635697687;15264;12507;9614;9781;9683;105;130;110;108;109;156;3593;4
1635697689;15257;13006;9628;9775;9630;106;122;109;108;109;155;3582;4
1635697691;14948;12747;9630;9778;9636;108;125;109;108;109;155;3586;4
1635697694;14944;12741;9625;9786;9634;108;125;109;108;109;155;3594;4
1635697696;14929;12728;9545;9789;9652;108;125;110;108;109;155;3596;4
1635697698;15218;12728;9603;9786;9648;105;126;110;108;109;155;3591;4
1635697700;14623;12971;9610;9777;9643;112;120;109;107;109;154;3591;4
1635697702;15509;12463;9611;9786;9644;102;131;110;108;109;155;3596;4
1635697704;14900;12709;9611;9777;9644;108;126;110;108;109;155;3599;4
1635697706;15191;12212;9621;9728;9664;103;134;109;108;109;155;3593;4
1635697708;15185;12944;9616;9732;9659;107;122;110;108;109;155;3595;4
1635697710;14876;12440;9618;9725;9657;107;130;110;108;109;155;3596;4
1635697712;15471;12680;9607;9723;9702;102;129;110;108;109;155;3595;4
1635697714;15162;12676;9646;9573;9719;106;127;109;110;108;155;3588;4
1635697716;15153;12419;9601;9699;9689;105;131;110;109;109;155;3587;4
1635697718;14850;12913;9594;9695;9682;110;122;110;109;109;155;3592;4
1635697720;15443;12654;9598;9757;9629;103;128;110;108;109;155;3588;4
1635697722;15132;12649;9597;9751;9625;106;127;110;108;109;155;3593;4
1635697724;15125;12394;9597;9753;9630;105;131;110;108;109;155;3593;4
1635697726;15418;12887;9595;9747;9629;104;125;110;108;109;155;3592;4
1635697728;15411;12632;9590;9743;9624;102;129;110;108;109;155;3588;4
1635697730;15105;12627;9586;9740;9624;106;128;110;108;109;155;3587;4
1635697732;15099;12868;9579;9733;9610;107;123;110;108;110;155;3589;4
1635697735;14826;12368;9576;9727;9605;108;129;109;108;109;154;3596;4
1635697737;15080;12355;9568;9715;9598;105;131;109;108;109;154;3584;4
1635697739;15370;12599;9574;9716;9597;103;128;109;108;109;154;3596;4
1635697741;15366;12590;9560;9708;9637;103;128;109;108;109;154;3593;4
1635697743;15054;12836;9570;9714;9637;106;122;109;107;108;153;3595;4
1635697745;15049;12332;9567;9712;9629;105;131;109;108;109;154;3591;4
1635697747;15339;12575;9569;9710;9630;103;128;109;108;109;154;3581;4
1635697749;15331;12567;9583;9718;9594;102;129;109;108;109;154;3588;4
1635697751;15633;12310;9580;9718;9586;99;135;110;108;110;155;3587;4
1635697753;15016;12805;9581;9667;9599;107;124;109;108;109;154;3587;4
1635697755;15312;12547;9580;9647;9596;103;129;109;108;109;154;3587;4
1635697757;14709;12542;9588;9656;9599;108;127;109;108;109;154;3593;4
1635697759;14995;12783;9578;9692;9594;107;124;109;108;109;154;3590;4
1635697761;14988;12779;9573;9716;9583;108;124;109;108;109;154;3587;4
1635697763;15280;12526;9569;9717;9571;103;129;109;108;109;154;3587;4
1635697765;15272;13021;9566;9721;9588;106;121;109;108;109;154;3587;4
1635697767;14967;12265;9562;9720;9585;106;131;109;108;109;154;3587;4
1635697769;14960;12755;9560;9782;9575;107;124;109;107;109;154;3587;4
1635697771;15250;12465;9562;9784;9611;103;129;109;107;109;154;3587;4
1635697773;15244;12494;9558;9780;9609;104;129;109;107;109;154;3593;4
1635697776;15540;12990;9622;9806;9389;102;123;108;106;111;153;3591;4
1635697778;15227;12479;9623;9805;9392;103;129;108;106;111;153;3586;4
1635697780;14918;12721;9623;9799;9347;107;124;108;106;111;153;3579;4
1635697782;15515;12715;9632;9823;9334;101;127;108;106;111;153;3586;4
1635697784;15200;12457;9629;9819;9332;102;129;107;105;111;152;3584;4
1635697786;15198;12955;9619;9809;9321;105;122;108;106;112;153;3587;4
1635697788;14890;12201;9625;9817;9326;105;130;107;105;111;152;3587;4
1635697790;15486;12690;9454;9836;9363;101;127;110;106;111;153;3594;4
1635697792;15172;12437;9561;9831;9337;103;128;108;105;111;152;3588;4
1635697794;15168;12928;9560;9827;9332;106;120;108;105;111;152;3587;4
1635697796;15459;12671;9563;9818;9354;101;126;108;105;110;152;3577;4
1635697798;14854;12666;9552;9827;9378;107;124;108;105;110;152;3586;4
1635697800;15143;12908;9553;9763;9386;105;121;108;106;110;152;3587;4
1635697802;15138;12405;9553;9758;9385;103;129;108;106;110;152;3592;4
1635697804;14828;12645;9557;9766;9392;107;124;108;106;110;152;3588;4
1635697806;15421;12640;9561;9771;9393;101;127;108;106;110;152;3582;4
1635697808;15113;12884;9556;9756;9390;106;121;108;106;110;152;3578;4
1635697810;15107;12880;9552;9766;9394;106;121;108;106;110;152;3586;4
1635697812;15399;12622;9555;9772;9399;101;126;108;106;110;152;3582;4
1635697814;14795;12614;9543;9815;9380;107;124;108;105;109;151;3586;4
1635697817;15691;12860;9548;9826;9383;98;125;108;105;110;152;3580;4
1635697819;15076;12356;9548;9826;9375;104;129;108;105;110;152;3579;4
1635697821;15673;12345;9561;9824;9370;96;132;107;104;110;151;3587;4
1635697823;15059;12838;9560;9827;9372;106;122;108;105;110;152;3578;4
1635697825;14756;12581;9559;9827;9365;107;124;107;104;110;151;3578;4
1635697827;15345;12576;9565;9831;9374;101;128;108;105;110;152;3579;4
1635697829;15036;12818;9561;9825;9365;106;122;108;105;110;152;3589;4
1635697831;15029;12811;9562;9810;9361;105;121;107;105;110;151;3597;4
1635697833;15321;12557;9561;9805;9358;101;126;107;105;110;151;3586;4
1635697835;15314;12552;9567;9811;9366;101;126;107;105;110;151;3587;4
1635697837;15006;12297;9555;9805;9353;104;128;107;105;110;151;3585;4
1635697839;14999;12293;9561;9809;9358;103;128;107;104;109;150;3579;4
1635697841;14696;12531;9572;9820;9370;107;125;107;104;110;151;3588;4
1635697843;15284;12525;9570;9815;9366;102;127;107;105;110;151;3585;4
1635697845;14976;12767;9576;9760;9380;105;122;106;104;109;150;3587;4
1635697847;15576;12765;9585;9764;9394;98;124;106;104;109;150;3585;4
1635697849;14666;13011;9580;9761;9385;110;116;106;104;109;150;3576;4
1635697851;15256;12505;9579;9761;9387;102;127;107;105;109;151;3584;4
1635697853;14947;12747;9572;9754;9379;105;122;106;104;109;150;3584;4
1635697855;15544;12246;9604;9773;9287;96;129;105;104;109;149;3583;4
1635697857;15229;12483;9597;9760;9286;101;126;106;104;110;150;3584;4
1635697860;15226;12478;9577;9750;9285;101;127;106;105;110;150;3577;4
1635697862;15520;12719;9592;9822;9270;99;124;106;104;110;150;3578;4
1635697864;15510;12463;9587;9820;9271;98;128;106;104;110;150;3576;4
1635697866;14903;12705;9596;9831;9279;105;122;106;104;110;150;3588;4
1635697868;15190;12698;9585;9817;9263;102;124;106;104;110;150;3576;4
1635697870;15183;12944;9583;9815;9263;102;117;106;103;109;149;3578;4
1635697872;14875;12440;9591;9823;9270;103;124;106;103;109;149;3581;4
1635697874;15476;12682;9575;9826;9262;98;123;106;103;109;149;3582;4
1635697876;15159;12676;9592;9818;9282;102;121;106;103;109;149;3581;4
1635697878;15154;12420;9555;9827;9293;100;126;106;103;109;149;3578;4
1635697880;15448;12415;9557;9817;9284;97;126;106;103;109;149;3576;4
1635697882;14841;12653;9548;9820;9290;103;120;105;102;108;148;3577;4
1635697884;15129;12650;9540;9820;9296;101;121;105;102;108;148;3575;4
1635697886;15126;12897;9545;9770;9308;102;117;105;103;108;148;3575;4
1635697888;15417;12391;9541;9763;9306;97;126;105;103;108;148;3577;4
1635697890;15414;12633;9538;9761;9301;97;123;105;103;108;148;3579;4
1635697892;15067;12622;9543;9767;9308;100;122;105;103;108;148;3580;4
1635697894;15094;12869;9546;9765;9311;102;117;105;103;108;148;3584;4
1635697896;15336;12362;9547;9768;9313;97;127;105;103;108;148;3578;4
1635697898;14779;12606;9547;9769;9309;104;121;105;103;108;148;3578;4
1635697901;15629;12603;9532;9814;9289;94;126;105;102;108;148;3573;4
1635697903;15067;12845;9543;9827;9298;102;118;105;102;108;148;3571;4
1635697905;15055;12834;9536;9824;9286;102;118;105;102;108;148;3578;4
1635697907;15048;12333;9537;9815;9290;99;125;105;102;108;147;3575;4
1635697909;15338;12572;9539;9815;9292;98;123;105;102;108;148;3575;4
1635697911;15334;12565;9537;9817;9290;98;122;105;102;108;147;3579;4
1635697913;15021;12812;9576;9836;9182;102;117;104;101;108;146;3575;4
1635697915;15013;12309;9579;9835;9181;101;124;104;102;109;147;3575;4
1635697917;15309;12548;9566;9824;9170;98;122;104;102;109;147;3576;4
1635697919;14705;13047;9577;9831;9186;106;112;104;101;108;146;3586;4
1635697921;14992;12786;9546;9809;9182;102;117;104;101;108;146;3580;4
1635697923;14985;12781;9558;9810;9175;102;117;104;101;108;146;3572;4
1635697925;15279;12523;9558;9812;9172;97;123;104;101;108;146;3574;4
1635697927;14678;13021;9555;9816;9177;106;111;103;100;107;145;3580;4
1635697929;15568;12268;9563;9759;9191;94;126;104;102;108;146;3581;4
1635697931;14958;12756;9557;9748;9189;101;116;103;101;107;145;3584;4
1635697933;15246;12501;9546;9735;9175;97;121;103;101;107;145;3570;4
1635697935;15242;12494;9549;9741;9179;97;121;103;101;107;145;3579;4
1635697937;15539;12240;9537;9725;9166;94;126;103;101;107;145;3578;4
1635697939;14927;12729;9547;9730;9168;102;117;103;101;107;145;3584;4
1635697941;15217;12470;9547;9735;9166;97;122;103;101;107;145;3579;4
1635697944;15212;12972;9532;9796;9156;99;115;103;101;108;145;3579;4
1635697946;14904;12709;9535;9800;9171;101;117;103;101;107;145;3580;4
1635697948;15193;12454;9562;9790;9160;98;122;103;101;108;145;3578;4
1635697950;14889;12699;9576;9796;9066;101;116;102;100;108;144;3575;4
1635697952;15177;12691;9573;9796;9064;98;118;102;100;108;144;3575;4
1635697954;15170;12435;9578;9805;9067;98;121;102;100;108;144;3571;4
1635697956;15163;12931;9575;9802;9068;99;114;102;100;108;144;3576;4
1635697958;14856;12671;9590;9805;9065;100;118;102;100;108;144;3575;4
1635697960;15455;12670;9584;9805;9059;95;120;102;100;108;144;3569;4
1635697962;15139;12910;9585;9805;9064;99;115;102;100;108;144;3565;4
1635697964;15133;12408;9592;9808;9074;97;122;102;100;108;144;3575;4
